                             X                             Y                        Height                    X_velocity                    Y_velocity
           -0.1852892436515655          -0.01141698602482086             1.000066280583656         1.732515239798838e-05         0.0001181538815862936
            0.1852892187027094          -0.01141948234902071             0.999936851047542          2.31375746990452e-05        -0.0001362965767924423
            0.1866501973144585           0.01041500090021599            0.9999389542186535        -0.0001414757619045281         0.0001631461475776846
           -0.1866502028840733           0.01041593872808812              1.00006712267683         -0.000168812818290461        -0.0001693381853494408
           -0.1851490976331741         -0.006607114349128656             1.000134837812433        -2.284122373446459e-05         9.350463825095513e-05
            0.1851316261208771         -0.006605358092255567            0.9998659029703889        -1.272993544524244e-05         -0.000114215751286346
            0.1820245049081294           0.01026994667038565             0.999940602817907        -0.0001291091603786125         0.0001502111363625177
           -0.1820246412503167           0.01027422825461309             1.000066659036224        -0.0001624000928804845        -0.0001597246032706796
            0.1050868086389621           0.01118371122913935             1.000073085697228          0.000174911108107351         0.0001874360093967983
           0.04489813078987847          0.006125741345920309            0.9999725764981359         0.0005514336731259098         0.0001236404988720708
            0.1449063707229353           0.01115587933997899             1.000014728091257         1.492405175324902e-05         0.0001539727724681301
          -0.06510186921078757          0.006125741159079315             1.000023771542627          0.000419465360191907        -0.0001568924441995488
           0.02995252303752697           0.01959425842569207             1.000050175565698         0.0005793726783386352         5.016924985883625e-05
          -0.08004747696250435           0.01959425841692522            0.9997787268413618         0.0003461223669588011        -0.0001603575797719085
           -0.1750145493532333          -0.02217158316128091            0.9998772096414144         4.436027229040818e-05         0.0001402285785134971
           -0.1650000000193412           -0.0105662486958491             1.000032620962786        -2.706350515915593e-06         0.0001861356782096005
           -0.1550000000193415          -0.02211325407964335            0.9998095404202417         8.992297488808796e-07         0.0001614508545060999
            -0.145000000696295          -0.01056643859156329            0.9999867891728367        -1.129440436576652e-05         0.0001846270328637328
             -0.18010184546987          -0.01386133539172752             1.000015887846351         2.717795437221525e-05         0.0001390016323112006
           -0.1400000012931197          -0.01345335735577354             0.999918821176636        -6.531771095830239e-06         0.0001832435788566077
           -0.1350000048740673          -0.01056761051939539            0.9999628112878297         3.331655412977023e-06         0.0001851235574332205
           -0.1700145493532332          -0.01928483181533245            0.9999064447205732         3.383666890798677e-05         0.0001552313136612648
           -0.1600000000359197           -0.0134530046923051            0.9999723182452096        -3.332064694294814e-06         0.0001823196209378213
           -0.1800004247889636          -0.01934900967776133             0.999935917330134         5.325513318756342e-05          0.000140697994989366
           -0.1700145493559961          -0.01351132989851978            0.9999973568314374         1.670109892477122e-05         0.0001730342869284291
           -0.1300000042772428          -0.01345419444708205            0.9998924124843837         1.341940594027447e-05         0.0001861974317735838
           -0.1250000250666334          -0.01057327483724903             0.999940484678674         3.226641213176291e-05         0.0001873591370354777
           -0.1600000000193414          -0.01922650273369488             0.999875551735684         1.051805692079932e-05          0.000166389186061311
           -0.1500000000193414          -0.01922650273369495            0.9998427291350269        -2.543016403338599e-06         0.0001712836756788971
           -0.1149999999999999          -0.02211324865405149            0.9996729660479469          7.04500624170645e-05         0.0001969666004168847
            -0.150000000118812          -0.01345302794484165            0.9999459664469553        -1.160458790689867e-05         0.0001826104339527927
           -0.1050007933663834          -0.01057974040210623            0.9999124807894175         0.0001327452347885899         0.0001837438108961524
            -0.100001355489894          -0.01346348390957821            0.9998497410116558         0.0001640925277705759          0.000181190835723366
           -0.1200000214856859          -0.01345902167362706            0.9998696725972019         4.995617581723374e-05         0.0001889622679708879
          -0.08500236223907089          -0.02211730043793641            0.9996909219168711         0.0002568188170847657         0.0001666782505183027
            0.1801018037406118           -0.0138651301784839            0.9999899026534729         3.071772501576909e-05         -0.000157958255650539
            -0.110000121250683          -0.01345921638071096            0.9998547198880356         0.0001027207586261283         0.0001885350614252032
          -0.07501745437015525          -0.01058868116666432            0.9999166015521539         0.0003131259213206937         0.0001476455895695689
